n,count(DISTINCT r)
"{date:None,paperId:207047}",37
"{date:1999/10/14,paperId:9910350}",14
"{date:1998/5/12,paperId:9805299}",9
"{date:1998/1/6,paperId:9801226}",19
"{date:None,paperId:204357}",4
"{date:1998/5/8,paperId:9805261}",23
"{date:None,paperId:109006}",14
"{date:1999/3/5,paperId:9903272}",15
"{date:1996/4/5,paperId:9604254}",5
"{date:1996/9/5,paperId:9609266}",17
"{date:None,paperId:10221}",8
"{date:1997/9/8,paperId:9709286}",54
"{date:1999/10/12,paperId:9910307}",8
"{date:1998/10/1,paperId:9810214}",13
"{date:None,paperId:201282}",30
"{date:1999/3/23,paperId:9903453}",124
"{date:None,paperId:111002}",22
"{date:1999/6/4,paperId:9906256}",27
"{date:None,paperId:9093}",18
"{date:1997/9/12,paperId:9709330}",31
"{date:None,paperId:104057}",39
"{date:1996/9/13,paperId:9609357}",38
"{date:None,paperId:209002}",32
"{date:None,paperId:12292}",24
"{date:None,paperId:12064}",7
"{date:1998/3/18,paperId:9803371}",19
"{date:1998/6/22,paperId:9806437}",53
"{date:1992/7/2,paperId:9207205}",10
"{date:1995/10/3,paperId:9510210}",8
"{date:1999/10/14,paperId:9910338}",65
"{date:None,paperId:301197}",1
"{date:1996/3/17,paperId:9603328}",59
"{date:1994/2/3,paperId:9402226}",19
"{date:1998/7/27,paperId:9807512}",1
"{date:1996/7/11,paperId:9607291}",31
"{date:1996/1/25,paperId:9601334}",12
"{date:None,paperId:101044}",6
"{date:1997/6/9,paperId:9706300}",17
"{date:1998/11/3,paperId:9811227}",42
"{date:None,paperId:211465}",23
"{date:None,paperId:204159}",1
"{date:1999/12/8,paperId:9912274}",34
"{date:None,paperId:207172}",7
"{date:1998/8/30,paperId:9808474}",9
"{date:1995/5/29,paperId:9505401}",1
"{date:1993/11/20,paperId:9311323}",5
"{date:1998/3/5,paperId:9803247}",24
"{date:None,paperId:209269}",56
"{date:1996/3/15,paperId:9603325}",11
"{date:None,paperId:8096}",6
"{date:None,paperId:107242}",14
"{date:1997/6/19,paperId:9706422}",3
"{date:None,paperId:206074}",11
"{date:1998/9/23,paperId:9809502}",6
"{date:1997/8/7,paperId:9708277}",9
"{date:1994/12/14,paperId:9412297}",9
"{date:None,paperId:106062}",15
"{date:1999/4/6,paperId:9904243}",49
"{date:None,paperId:6260}",13
"{date:1995/11/21,paperId:9511383}",13
"{date:1998/6/2,paperId:9806226}",29
"{date:1999/12/10,paperId:9912303}",42
"{date:1998/12/15,paperId:9812376}",10
"{date:None,paperId:12070}",5
"{date:1997/6/6,paperId:9706270}",56
"{date:1999/12/15,paperId:9912361}",19
"{date:1999/9/13,paperId:9909349}",9
"{date:1998/3/9,paperId:9803288}",27
"{date:None,paperId:204204}",10
"{date:None,paperId:210324}",24
"{date:None,paperId:106183}",8
"{date:1998/12/10,paperId:9812316}",41
"{date:None,paperId:106333}",29
"{date:None,paperId:9279}",28
"{date:None,paperId:9311}",10
"{date:None,paperId:110210}",6
"{date:None,paperId:106250}",27
"{date:1996/11/7,paperId:9611265}",14
"{date:1998/3/9,paperId:9803282}",17
"{date:None,paperId:8328}",37
"{date:None,paperId:302031}",133
"{date:None,paperId:5074}",9
"{date:None,paperId:205113}",13
"{date:1999/2/7,paperId:9902260}",30
"{date:1997/9/4,paperId:9709240}",22
"{date:1996/11/3,paperId:9611218}",102
"{date:1997/1/21,paperId:9701338}",24
"{date:None,paperId:209116}",7
"{date:1995/6/24,paperId:9506416}",117
"{date:1999/8/9,paperId:9908307}",12
"{date:1998/12/7,paperId:9812276}",34
"{date:1996/3/1,paperId:9603204}",71
"{date:1997/4/15,paperId:9704330}",2
"{date:1999/7/23,paperId:9907470}",10
"{date:1997/12/2,paperId:9712238}",13
"{date:None,paperId:103269}",17
"{date:1996/7/15,paperId:9607323}",8
"{date:1996/3/7,paperId:9603249}",319
"{date:1996/9/8,paperId:9609287}",33
"{date:1996/3/4,paperId:9603214}",31
"{date:1999/12/18,paperId:9912411}",17
"{date:None,paperId:102291}",42
"{date:1998/2/26,paperId:9802426}",25
"{date:None,paperId:209195}",12
"{date:1998/9/1,paperId:9809223}",52
"{date:1998/1/30,paperId:9801456}",64
"{date:1998/11/25,paperId:9811472}",95
"{date:1997/1/27,paperId:9701383}",1
"{date:None,paperId:302105}",9
"{date:1997/7/13,paperId:9707337}",33
"{date:1995/7/24,paperId:9507399}",6
"{date:None,paperId:3163}",35
"{date:1998/11/15,paperId:9811336}",6
"{date:None,paperId:1185}",14
"{date:1998/6/18,paperId:9806399}",7
"{date:1995/1/25,paperId:9501370}",8
"{date:1998/3/16,paperId:9803363}",79
"{date:1998/2/4,paperId:9802249}",4
"{date:1997/6/12,paperId:9706331}",68
"{date:None,paperId:4185}",7
"{date:1999/3/24,paperId:9903470}",22
"{date:1993/4/27,paperId:9304301}",2
"{date:1998/5/28,paperId:9805497}",27
"{date:None,paperId:8272}",13
"{date:None,paperId:211242}",12
"{date:None,paperId:211443}",3
"{date:None,paperId:201179}",17
"{date:1998/6/2,paperId:9806220}",13
"{date:None,paperId:1300}",9
"{date:None,paperId:107076}",11
"{date:1998/4/14,paperId:9804287}",8
"{date:1997/11/29,paperId:9712204}",6
"{date:1998/8/31,paperId:9808491}",10
"{date:1999/3/2,paperId:9903234}",29
"{date:1997/4/10,paperId:9704289}",2
"{date:None,paperId:7070}",14
"{date:1998/12/31,paperId:9812530}",39
"{date:None,paperId:7218}",175
"{date:1999/9/27,paperId:9909519}",14
"{date:1994/8/19,paperId:9408326}",37
"{date:1999/12/15,paperId:9912360}",9
"{date:1993/6/30,paperId:9306335}",1
"{date:1997/9/27,paperId:9709480}",4
"{date:1995/4/27,paperId:9504412}",5
"{date:1995/6/21,paperId:9506387}",13
"{date:1997/11/5,paperId:9711243}",4
"{date:None,paperId:111101}",10
"{date:1995/7/7,paperId:9507256}",12
"{date:1997/4/28,paperId:9704419}",9
"{date:1992/12/20,paperId:9212287}",9
"{date:None,paperId:110023}",33
"{date:1996/10/29,paperId:9610532}",9
"{date:1997/3/26,paperId:9703428}",38
"{date:1998/6/3,paperId:9806240}",9
"{date:1997/7/10,paperId:9707304}",29
"{date:1998/7/6,paperId:9807250}",14
"{date:1992/9/21,paperId:9209260}",11
"{date:None,paperId:107223}",10
"{date:1999/7/21,paperId:9907439}",7
"{date:None,paperId:5226}",54
"{date:1995/7/3,paperId:9507201}",14
"{date:1993/7/19,paperId:9307297}",20
"{date:1999/5/20,paperId:9905424}",17
"{date:1996/1/11,paperId:9601246}",16
"{date:1995/5/3,paperId:9505224}",83
"{date:1992/8/31,paperId:9208260}",10
"{date:None,paperId:8237}",71
"{date:1994/7/5,paperId:9407223}",11
"{date:None,paperId:112029}",16
"{date:1997/2/4,paperId:9702245}",112
"{date:None,paperId:107296}",21
"{date:1999/6/7,paperId:9906271}",38
"{date:1995/6/13,paperId:9506313}",24
"{date:1997/6/4,paperId:9706245}",8
"{date:None,paperId:7084}",2
"{date:None,paperId:210264}",1
"{date:1996/9/27,paperId:9609503}",33
"{date:None,paperId:201021}",7
"{date:None,paperId:10111}",24
"{date:1997/8/11,paperId:9708309}",2
"{date:1998/9/10,paperId:9809327}",9
"{date:None,paperId:12374}",7
"{date:None,paperId:3258}",89
"{date:None,paperId:204116}",4
"{date:1993/10/1,paperId:9310210}",56
"{date:1994/6/7,paperId:9406242}",12
"{date:1998/9/4,paperId:9809271}",25
"{date:1997/6/5,paperId:9706255}",4
"{date:None,paperId:212134}",32
"{date:None,paperId:10160}",14
"{date:1999/11/19,paperId:9911416}",2
"{date:None,paperId:110018}",4
"{date:1998/8/26,paperId:9808422}",7
"{date:None,paperId:12012}",28
"{date:1995/6/27,paperId:9506444}",12
"{date:None,paperId:109281}",9
"{date:1996/1/8,paperId:9601227}",3
"{date:None,paperId:210346}",6
"{date:None,paperId:201182}",2
"{date:1998/6/16,paperId:9806389}",9
"{date:None,paperId:109286}",10
"{date:1993/4/4,paperId:9304210}",3
"{date:1994/6/21,paperId:9406355}",4
"{date:1998/5/8,paperId:9805257}",4
"{date:1994/3/23,paperId:9403343}",4
"{date:1998/9/24,paperId:9809520}",7
"{date:None,paperId:6343}",14
"{date:1994/5/30,paperId:9405417}",6
"{date:1997/3/20,paperId:9703375}",52
"{date:1997/10/6,paperId:9710256}",17
"{date:1995/11/7,paperId:9511253}",5
"{date:None,paperId:6314}",26
"{date:1999/8/31,paperId:9908522}",8
"{date:1995/9/25,paperId:9509386}",4
"{date:1992/4/2,paperId:9204206}",14
"{date:1998/9/4,paperId:9809256}",9
"{date:1999/7/9,paperId:9907293}",23
"{date:1997/9/26,paperId:9709466}",7
"{date:1997/2/7,paperId:9702286}",21
"{date:None,paperId:3316}",16
"{date:1992/9/18,paperId:9209252}",12
"{date:1997/5/23,paperId:9705407}",3
"{date:1996/5/10,paperId:9605270}",21
"{date:1996/10/7,paperId:9610265}",31
"{date:None,paperId:12372}",6
"{date:1992/12/18,paperId:9212280}",8
"{date:1999/6/11,paperId:9906337}",15
"{date:1998/6/5,paperId:9806289}",19
"{date:1996/11/29,paperId:9612201}",6
"{date:1993/10/14,paperId:9310285}",43
"{date:1999/4/19,paperId:9904393}",82
"{date:None,paperId:104088}",44
"{date:1993/5/11,paperId:9305237}",10
"{date:1994/9/20,paperId:9409362}",25
"{date:None,paperId:209064}",1
"{date:1997/3/17,paperId:9703345}",35
"{date:None,paperId:1266}",18
"{date:1997/11/4,paperId:9711224}",50
"{date:1995/7/6,paperId:9507245}",12
"{date:1998/12/7,paperId:9812267}",47
"{date:1999/9/8,paperId:9909292}",53
"{date:1999/9/28,paperId:9909533}",7
"{date:1994/9/6,paperId:9409232}",24
"{date:None,paperId:4131}",1
"{date:1995/12/4,paperId:9512230}",54
"{date:1993/6/8,paperId:9306248}",34
"{date:1997/8/20,paperId:9708413}",26
"{date:1997/3/14,paperId:9703322}",2
"{date:1999/10/15,paperId:9910362}",9
"{date:None,paperId:301141}",10
"{date:None,paperId:109205}",20
"{date:None,paperId:203158}",28
"{date:1996/7/19,paperId:9607371}",8
"{date:1995/8/10,paperId:9508275}",63
"{date:None,paperId:10149}",20
"{date:None,paperId:10046}",5
"{date:None,paperId:7106}",2
"{date:1996/12/6,paperId:9612281}",5
"{date:1997/12/30,paperId:9712544}",5
"{date:1996/5/31,paperId:9605458}",6
"{date:None,paperId:5096}",62
"{date:None,paperId:212272}",13
"{date:1998/12/18,paperId:9812434}",18
"{date:None,paperId:212402}",24
"{date:1997/9/23,paperId:9709428}",5
"{date:None,paperId:7014}",19
"{date:None,paperId:5061}",8
"{date:None,paperId:107205}",22
"{date:None,paperId:103296}",12
"{date:1997/11/26,paperId:9711482}",2
"{date:1995/10/27,paperId:9510428}",17
"{date:None,paperId:204328}",36
"{date:1997/7/7,paperId:9707268}",11
"{date:None,paperId:207276}",56
"{date:1998/4/15,paperId:9804297}",22
"{date:None,paperId:104230}",24
"{date:1998/5/13,paperId:9805304}",10
"{date:1997/3/27,paperId:9703445}",87
"{date:1998/7/21,paperId:9807445}",12
"{date:None,paperId:108037}",77
"{date:1998/2/4,paperId:9802248}",26
"{date:None,paperId:9101}",29
"{date:1999/7/27,paperId:9907517}",31
"{date:1998/1/29,paperId:9801439}",18
"{date:1997/4/10,paperId:9704290}",15
"{date:1999/2/26,paperId:9902476}",15
"{date:1996/2/15,paperId:9602324}",35
"{date:None,paperId:3013}",13
"{date:1994/3/30,paperId:9403390}",79
"{date:1995/9/1,paperId:9509209}",8
"{date:None,paperId:2009}",17
"{date:None,paperId:110075}",34
"{date:1998/6/1,paperId:9806216}",9
"{date:1997/12/13,paperId:9712368}",88
"{date:None,paperId:301008}",13
"{date:1999/8/17,paperId:9908385}",36
"{date:None,paperId:203069}",49
"{date:None,paperId:104164}",6
"{date:None,paperId:5066}",38
"{date:1996/8/16,paperId:9608344}",10
"{date:None,paperId:203047}",14
"{date:None,paperId:12103}",48
"{date:None,paperId:3243}",5
"{date:1994/5/20,paperId:9405348}",46
"{date:None,paperId:202197}",6
"{date:1996/7/10,paperId:9607285}",30
"{date:1995/5/6,paperId:9505245}",68
"{date:1999/1/17,paperId:9901332}",14
"{date:None,paperId:110244}",18
"{date:1994/5/2,paperId:9404363}",1
"{date:1997/2/27,paperId:9702430}",23
"{date:1997/2/26,paperId:9702426}",43
"{date:1997/8/13,paperId:9708340}",42
"{date:1994/6/15,paperId:9406320}",45
"{date:1995/9/1,paperId:9509202}",1
"{date:1996/8/26,paperId:9608449}",25
"{date:1999/6/13,paperId:9906351}",6
"{date:1999/6/12,paperId:9906348}",1
"{date:None,paperId:203207}",5
"{date:1997/3/11,paperId:9703296}",3
"{date:1994/5/27,paperId:9405404}",9
"{date:None,paperId:301244}",22
"{date:None,paperId:209292}",6
"{date:1994/9/13,paperId:9409305}",4
"{date:None,paperId:201241}",13
"{date:1997/12/7,paperId:9712288}",7
"{date:None,paperId:205156}",9
"{date:1996/2/12,paperId:9602278}",2
"{date:1999/8/5,paperId:9908266}",18
"{date:None,paperId:7182}",55
"{date:None,paperId:209290}",35
"{date:1995/6/5,paperId:9506237}",7
"{date:None,paperId:209115}",1
"{date:None,paperId:102214}",4
"{date:1993/8/11,paperId:9308262}",125
"{date:1996/4/23,paperId:9604392}",17
"{date:1995/3/24,paperId:9503424}",2
"{date:None,paperId:204061}",17
"{date:1999/12/10,paperId:9912293}",11
"{date:1997/6/10,paperId:9706319}",35
"{date:None,paperId:12246}",6
"{date:None,paperId:5014}",12
"{date:None,paperId:5191}",34
"{date:None,paperId:206199}",30
"{date:1997/2/28,paperId:9703206}",10
"{date:1999/11/9,paperId:9911292}",28
"{date:None,paperId:112039}",35
"{date:None,paperId:12177}",8
"{date:1998/6/23,paperId:9806455}",26
"{date:1997/12/2,paperId:9712226}",7
"{date:1998/4/11,paperId:9804276}",1
"{date:1994/12/13,paperId:9412283}",45
"{date:None,paperId:102103}",20
"{date:None,paperId:205167}",37
"{date:1999/2/15,paperId:9902347}",20
"{date:1995/12/21,paperId:9512397}",2
"{date:1993/11/10,paperId:9311263}",5
"{date:None,paperId:104072}",17
"{date:1995/7/11,paperId:9507282}",193
"{date:None,paperId:12108}",47
"{date:1998/5/30,paperId:9806202}",7
"{date:1997/8/25,paperId:9708448}",31
"{date:None,paperId:112072}",11
"{date:1996/4/30,paperId:9604436}",22
"{date:1997/7/9,paperId:9707302}",27
"{date:None,paperId:203127}",6
"{date:1993/7/21,paperId:9307317}",48
"{date:None,paperId:204146}",23
"{date:None,paperId:112308}",40
"{date:1998/6/26,paperId:9806494}",42
"{date:None,paperId:203162}",12
"{date:1998/4/27,paperId:9804412}",13
"{date:1994/11/23,paperId:9411370}",5
"{date:1995/1/3,paperId:9501205}",2
"{date:None,paperId:1333}",14
"{date:1999/4/24,paperId:9904444}",42
"{date:1997/2/27,paperId:9702439}",4
"{date:None,paperId:212201}",7
"{date:1998/5/30,paperId:9806205}",83
"{date:1995/12/7,paperId:9512255}",3
"{date:1994/6/15,paperId:9406316}",24
"{date:1993/7/24,paperId:9307330}",32
"{date:None,paperId:9240}",9
"{date:1994/8/11,paperId:9408273}",23
"{date:1998/10/7,paperId:9810263}",11
"{date:1995/2/13,paperId:9502289}",79
"{date:None,paperId:104268}",3
"{date:None,paperId:206005}",19
"{date:1994/12/2,paperId:9412214}",29
"{date:None,paperId:105201}",11
"{date:1999/1/8,paperId:9901251}",6
"{date:None,paperId:11214}",21
"{date:None,paperId:109169}",12
"{date:None,paperId:201275}",7
"{date:1998/7/29,paperId:9807538}",13
"{date:1998/5/18,paperId:9805354}",2
"{date:1999/9/16,paperId:9909405}",20
"{date:None,paperId:108007}",7
"{date:1998/10/4,paperId:9810239}",15
"{date:1998/1/20,paperId:9801354}",7
"{date:1997/3/6,paperId:9703258}",48
"{date:None,paperId:111434}",9
"{date:None,paperId:207133}",26
"{date:1996/9/18,paperId:9609399}",11
"{date:1999/11/11,paperId:9911308}",12
"{date:None,paperId:110156}",37
"{date:None,paperId:6297}",4
"{date:1994/3/2,paperId:9403213}",2
"{date:1999/5/27,paperId:9905514}",10
"{date:1998/9/10,paperId:9809323}",8
"{date:1996/9/17,paperId:9609384}",36
"{date:None,paperId:107063}",4
"{date:1993/7/8,paperId:9307232}",18
"{date:None,paperId:202020}",27
"{date:1999/9/16,paperId:9909407}",23
"{date:None,paperId:104003}",3
"{date:1997/8/15,paperId:9708363}",37
"{date:1993/7/15,paperId:9307278}",8
"{date:1993/12/31,paperId:9312363}",9
"{date:1996/5/25,paperId:9605397}",16
"{date:None,paperId:201077}",47
"{date:None,paperId:204305}",20
"{date:None,paperId:202269}",47
"{date:1999/7/16,paperId:9907384}",15
"{date:1998/2/13,paperId:9802316}",12
"{date:None,paperId:10147}",7
"{date:None,paperId:111466}",28
"{date:1995/11/4,paperId:9511237}",14
"{date:None,paperId:104134}",26
"{date:1999/3/29,paperId:9903509}",20
"{date:1993/9/19,paperId:9309289}",295
"{date:None,paperId:1171}",44
"{date:None,paperId:4128}",13
"{date:1999/5/4,paperId:9905239}",61
"{date:1998/11/20,paperId:9811420}",14
"{date:1999/8/25,paperId:9908460}",16
"{date:None,paperId:205199}",49
"{date:1996/7/16,paperId:9607339}",1
"{date:1996/2/18,paperId:9602337}",15
"{date:None,paperId:101032}",47
"{date:None,paperId:302218}",12
"{date:1999/7/14,paperId:9907347}",67
"{date:1992/8/24,paperId:9208242}",39
"{date:None,paperId:201225}",36
"{date:1999/7/12,paperId:9907305}",32
"{date:1996/10/10,paperId:9610314}",5
"{date:1995/12/17,paperId:9512323}",2
"{date:None,paperId:109184}",24
"{date:1996/7/17,paperId:9607355}",81
"{date:None,paperId:6282}",13
"{date:1999/8/4,paperId:9908245}",70
"{date:None,paperId:3028}",25
"{date:None,paperId:210081}",12
"{date:1998/2/9,paperId:9802273}",36
"{date:None,paperId:301057}",21
"{date:1997/11/20,paperId:9711407}",9
"{date:1995/10/16,paperId:9510300}",21
"{date:1993/11/25,paperId:9311363}",7
"{date:None,paperId:301277}",10
"{date:1999/8/11,paperId:9908326}",91
"{date:1993/12/13,paperId:9312272}",270
"{date:1997/10/24,paperId:9710455}",32
"{date:None,paperId:205074}",11
"{date:1996/12/5,paperId:9612262}",108
"{date:1998/9/7,paperId:9809293}",7
"{date:1998/10/20,paperId:9810423}",6
"{date:1993/11/3,paperId:9311218}",6
"{date:None,paperId:104196}",6
"{date:1996/3/28,paperId:9603433}",12
"{date:None,paperId:207078}",2
"{date:None,paperId:207343}",15
"{date:1999/9/30,paperId:9909565}",9
"{date:None,paperId:101322}",39
"{date:None,paperId:301070}",9
"{date:1999/3/3,paperId:9903247}",10
"{date:1993/10/7,paperId:9310241}",7
"{date:None,paperId:212193}",3
"{date:None,paperId:7049}",13
"{date:1997/10/2,paperId:9710227}",22
"{date:None,paperId:7278}",8
"{date:1998/7/23,paperId:9807477}",4
"{date:None,paperId:202156}",21
"{date:None,paperId:101237}",24
"{date:1996/10/8,paperId:9610305}",20
"{date:1997/7/17,paperId:9707367}",23
"{date:1993/12/20,paperId:9312307}",4
"{date:None,paperId:211293}",7
"{date:1999/6/22,paperId:9906448}",11
"{date:None,paperId:210120}",22
"{date:1997/7/15,paperId:9707353}",6
"{date:None,paperId:10233}",5
"{date:1995/11/27,paperId:9511421}",36
"{date:1998/3/5,paperId:9803253}",18
"{date:1995/6/12,paperId:9506298}",19
"{date:None,paperId:10274}",27
"{date:None,paperId:112151}",5
"{date:None,paperId:5104}",100
"{date:1994/10/5,paperId:9410222}",15
"{date:None,paperId:105128}",23
"{date:None,paperId:108089}",13
"{date:1998/9/26,paperId:9809550}",48
"{date:None,paperId:1255}",20
"{date:None,paperId:7055}",39
"{date:None,paperId:112060}",75
"{date:1999/7/13,paperId:9907343}",12
"{date:1996/7/17,paperId:9607364}",3
"{date:1997/11/4,paperId:9711225}",3
"{date:1997/7/26,paperId:9707481}",115
"{date:None,paperId:1249}",31
"{date:1999/12/9,paperId:9912278}",49
"{date:1994/9/1,paperId:9409207}",8
"{date:1993/3/2,paperId:9303203}",6
"{date:None,paperId:211028}",14
"{date:None,paperId:108192}",54
"{date:1994/12/3,paperId:9412225}",42
"{date:1993/10/8,paperId:9310254}",3
"{date:1996/7/19,paperId:9607376}",12
"{date:None,paperId:103344}",4
"{date:1998/6/2,paperId:9806230}",10
"{date:None,paperId:206214}",4
"{date:None,paperId:3245}",14
"{date:None,paperId:1197}",17
"{date:1998/3/26,paperId:9803460}",63
"{date:None,paperId:101202}",39
"{date:1998/4/27,paperId:9804409}",14
"{date:1999/5/7,paperId:9905272}",10
"{date:1997/2/13,paperId:9702329}",3
"{date:1996/8/20,paperId:9608385}",10
"{date:1997/10/29,paperId:9710535}",5
"{date:1994/12/1,paperId:9412207}",2
"{date:None,paperId:105092}",17
"{date:1998/11/23,paperId:9811433}",13
"{date:1999/2/24,paperId:9902457}",7
"{date:1999/7/20,paperId:9907429}",8
"{date:1998/11/13,paperId:9811324}",1
"{date:None,paperId:301117}",7
"{date:1996/2/28,paperId:9602412}",10
"{date:1998/9/29,paperId:9809580}",9
"{date:None,paperId:101198}",14
"{date:None,paperId:204318}",22
"{date:None,paperId:208105}",12
"{date:1998/11/27,paperId:9811493}",7
"{date:1994/5/16,paperId:9405300}",6
"{date:None,paperId:8008}",5
"{date:1997/3/17,paperId:9703340}",1
"{date:None,paperId:106068}",9
"{date:1998/2/20,paperId:9802369}",11
"{date:1993/1/7,paperId:9301219}",7
"{date:1998/4/24,paperId:9804395}",4
"{date:1992/8/27,paperId:9208257}",3
"{date:1998/1/28,paperId:9801424}",11
"{date:1993/6/14,paperId:9306269}",15
"{date:1998/4/2,paperId:9804211}",42
"{date:None,paperId:111373}",27
"{date:1998/3/12,paperId:9803321}",51
"{date:1995/2/16,paperId:9502324}",46
"{date:1997/6/23,paperId:9706454}",32
"{date:1996/2/15,paperId:9602319}",5
"{date:1995/10/18,paperId:9510334}",11
"{date:1996/4/25,paperId:9604405}",2
"{date:1999/5/13,paperId:9905330}",36
"{date:1998/12/21,paperId:9812455}",39
"{date:1995/4/10,paperId:9504267}",4
"{date:1999/11/20,paperId:9911424}",29
"{date:1997/4/13,paperId:9704310}",12
"{date:1999/7/19,paperId:9907423}",80
"{date:None,paperId:208132}",33
"{date:1999/9/15,paperId:9909378}",24
"{date:1994/3/20,paperId:9403314}",19
"{date:None,paperId:204111}",27
"{date:1999/2/17,paperId:9902376}",8
"{date:1998/6/15,paperId:9806371}",25
"{date:1999/8/21,paperId:9908429}",49
